,id,title,city,quarter,price,qm,n_room,n_page,price_per_qm
131,113875391,Sichern Sie sich Ihre exklusive Penthouse Wohnung mit schöner Dachterrasse,Berlin,Karlshorst (Lichtenberg),1049000.0,181.0,4.0,7,5795.6
132,115211048,Sanierte Wohnung in Berlin-Mitte,Berlin,Wedding (Wedding),420000.0,72.07,2.0,7,5827.7
133,115211053,Schöne Wohnung an der Hufeisensiedlung zur Kapitalnlange - VERMIETET,Berlin,Britz (Neukölln),375000.0,80.05,2.5,7,4684.6
134,115211051,Stilvoll wohnen in Charlottenburg,Berlin,Charlottenburg (Charlottenburg),710000.0,99.52,3.0,7,7134.2
135,115211040,Eigentumswohnung im schönen Steglitz zur Kapitalanlage,Berlin,Steglitz (Steglitz),212000.0,62.74,2.5,7,3379.0
136,115211057,Geräumige Wohnung im Grünen und der See ist gleich um die Ecke!,Berlin,Zehlendorf (Zehlendorf),619000.0,145.69,4.0,7,4248.7
137,114791040,Großzügige Altbauwohnung mit Stilelementen in Friedenau: anspruchsvolles Wohnen auf 235 m²,Berlin,Friedenau (Schöneberg),1298000.0,235.0,6.0,7,5523.4
138,115028584,Hauptstadtnähe und Wohnen im Grünen! Ideal geschnittene 2-Zimmer-Balkonwohnung - Provisionsfrei,Berlin,Grünau (Köpenick),289800.0,56.0,2.0,7,5175.0
139,114180062,Bestes Investment - 1-Zimmer-Apartment mit Balkon!,Berlin,Grünau (Köpenick),169800.0,31.7,1.0,7,5356.5
140,113918289,Perfektes 1-Zimmer-Business-Apartment in Wasserlage!,Berlin,Grünau (Köpenick),156000.0,28.0,1.0,8,5571.4
141,113918209,Moderne 2-Zimmer-Wohnung auf ca. 51 m² mit privatem Garten in toller Lage,Berlin,Grünau (Köpenick),259800.0,51.2,2.0,8,5074.2
142,113918174,"Einziehen und Wohlfühlen! 2-Zimmer-Eigentumswohnung mit Balkon, viel Grün und in Wasserlage!",Berlin,Grünau (Köpenick),239800.0,47.2,2.0,8,5080.5
143,113918109,Ideales Investitionsobjekt! Mikro-Apartment in Trendlage an der Dahme,Berlin,Grünau (Köpenick),166000.0,29.7,1.0,8,5589.2
144,113918073,Im nachhaltigen Neubau-Quartier 52° Nord: 3-Zimmer-Wohnung mit durchdachtem Wohnkomfort,Berlin,Grünau (Köpenick),389800.0,77.1,3.0,8,5055.8
145,113918020,Nehmen Sie Kurs auf Grünau! Perfekte 3-Zimmer-Neubauwohnung mit Süd-West-Balkon - Provisionsfrei!,Berlin,Grünau (Köpenick),409800.0,75.8,3.0,8,5406.3
146,113917926,Den Traum vom eigenen Garten verwirklichen! Perfekt für Familien: 3 Zimmer mit Terrasse und Gäste-WC,Berlin,Grünau (Köpenick),359800.0,79.0,3.0,8,4554.4
147,115221966,PANDION 4LIVING - Gut geschnittene 2-Zimmer-Wohnung mit großzügigem Freisitz,Berlin,Prenzlauer Berg (Prenzlauer Berg),368900.0,55.13,2.0,8,6691.5
148,115221833,PANDION 4LIVING - Traumhafte Wohnung mit Bad en Suite und großzügiger Terrasse,Berlin,Prenzlauer Berg (Prenzlauer Berg),1013900.0,131.9,4.0,8,7686.9
149,115221736,PANDION 4LIVING - Gut geschnittenes 1-Zimmer-Apartment mit großzügiger Loggia,Berlin,Prenzlauer Berg (Prenzlauer Berg),259900.0,38.23,1.0,8,6798.3
150,115221677,PANDION 4LIVING - Gut geschnittenes 1-Zimmer-Apartment mit großzügiger Loggia,Berlin,Prenzlauer Berg (Prenzlauer Berg),259900.0,38.22,1.0,8,6800.1
151,112949096,PANDION 4LIVING - 3-Zimmer-Wohnung mit großer Terrasse im Prenzlauer Berg,Berlin,Prenzlauer Berg (Prenzlauer Berg),706900.0,91.83,3.0,8,7697.9
152,112948585,"PANDION 4LIVING - 4-Zimmer-Erdgeschosswohnung, die keine Wünsche offen lässt",Berlin,Prenzlauer Berg (Prenzlauer Berg),643900.0,102.12,4.0,8,6305.3
153,114665427,Wohnen am May-Ayim-Ufer: Altbau-Erstbezug nach Renovierung,Berlin,Kreuzberg (Kreuzberg),302575.0,46.55,2.0,8,6500.0
154,112892928,City West - Traumhafte Altbauwohnung mit Charme!,Berlin,Wilmersdorf (Wilmersdorf),799000.0,135.0,4.5,8,5918.5
155,114720606,Freundlich und hell zwischen Wald und Wasser - 2 Zimmer Wohnung in Müggelheim,Berlin,Müggelheim (Köpenick),189000.0,66.95,2.0,8,2823.0
156,102202776,"Neubauprojekt 'Oskar & Helene' in Dahlem - Direkt vom Bauträger, keine Provision!",Berlin,Zehlendorf (Zehlendorf),795370.0,117.58,3.0,8,6764.5
