;city;hasCourtage;houseNo;id;latitude;longitude;marketingType;n_page_is24;n_room;postcode;privateOffer;purchase_price;purchase_price_per_qm;qm;quarter;rent_cold;rent_cold_per_qm;street;title
0;Berlin;NO;13;115408865;52.55042;13.21433;PURCHASE;1;4.0;13585;false;705000.0;6752.9;104.4;Spandau (Spandau);;;Parkstraße;Ein hohes Maß an Komfort! Dachgeschoss-Maisonette direkt am Wasser mit Denkmal-AfA
1;Berlin;NO;13;115408859;52.55042;13.21435;PURCHASE;1;4.0;13585;false;703000.0;6756.4;104.05;Spandau (Spandau);;;Parkstraße;Dachgeschoss-Maisonette-Wohnung mit Ausblick auf die Havel in Altstadt-Nähe! *Denkmal-AfA*
2;Berlin;NO;13;115408828;52.55042;13.21435;PURCHASE;1;4.0;13585;false;609000.0;6117.5;99.55;Spandau (Spandau);;;Parkstraße;Modernes Wohnen in direkter Wasserlage im historischen Speicher mit Denkmal-AfA kombiniert
3;Berlin;NO;13;115061351;52.55042;13.21435;PURCHASE;1;4.0;13585;false;604000.0;6058.2;99.7;Spandau (Spandau);;;Parkstraße;Neues Wohnen im historischen Speicher mit unverbaubarem Weitblick auf die Havel und Denkmal-AfA!
4;Berlin;NO;13;113832032;52.55037;13.21432;PURCHASE;1;5.0;13585;false;717000.0;6748.2;106.25;Spandau (Spandau);;;Parkstraße;Einzigartig! Große Dachgeschoss-Maisonette mit herrlichem Wasserblick und Denkmal-AfA
5;Berlin;NO;13;113467311;52.55042;13.21435;PURCHASE;1;4.0;13585;false;599000.0;5993.0;99.95;Spandau (Spandau);;;Parkstraße;Wohnen. Wasser. Wunderbar. Denkmal-AfA und provisionsfrei - 4-Zimmer-Wohnung mit Balkon
6;Berlin;NO;13;113354218;52.55042;13.21435;PURCHASE;1;3.0;13585;false;599000.0;5993.0;99.95;Spandau (Spandau);;;Parkstraße;Wohnen direkt am Wasser! 3-Zimmer-Gartenwohnung mit herrlicher Terrasse und Denkmal-AfA
7;Berlin;NO;13;112774510;52.55042;13.21435;PURCHASE;1;4.0;13585;false;585000.0;5873.5;99.6;Spandau (Spandau);;;Parkstraße;Vorteile durch Denkmal-AfA sichern! Moderne 4-Zimmer-Wohnung im historischen Speicher
8;Berlin;NO;13;112774422;52.55042;13.21435;PURCHASE;1;4.0;13585;false;597000.0;6006.0;99.4;Spandau (Spandau);;;Parkstraße;Direkt am Wasser und von Grün umgeben! 4-Zimmer-Wohnung auf ca. 100m² mit Denkmal-AfA!
9;Berlin;NO;13;112412348;52.55042;13.21435;PURCHASE;1;4.0;13585;false;582000.0;5872.9;99.1;Spandau (Spandau);;;Parkstraße;Havel-Blick und Wohlfühlambiente! Genießen Sie Ihre 4-Zimmer-Wohnung in vollen Zügen *Denkmal-AfA*
10;Berlin;NO;11;114847766;52.42696;13.57389;PURCHASE;1;3.0;12527;false;426000.0;4848.6;87.86;Grünau (Köpenick);;;Regattastraße;Einzug ab Sommer 2020! Nachhaltige 3-Zimmer-Wohnung mit schönem Balkon - an der Dahme!
11;Berlin;NO;11;115028431;52.42708;13.57572;PURCHASE;1;2.0;12527;false;419000.0;5835.7;71.8;Grünau (Köpenick);;;Regattastraße;Wasserblick garantiert! Offen geschnittene 2-Zimmer-Wohnung auf ca 72 m² mit herrlichem Balkon
12;Berlin;NO;11;114772472;52.42708;13.57572;PURCHASE;1;4.0;12527;false;810000.0;6110.9;132.55;Grünau (Köpenick);;;Regattastraße;Barrierefreie 4-Zimmer-Wohnung mit zwei Balkonen, zwei Bädern und Ankleideraum
13;Berlin;NO;11;114771596;52.42708;13.57572;PURCHASE;1;2.0;12527;false;390000.0;5840.9;66.77;Grünau (Köpenick);;;Regattastraße;Wohnen an der Dahme! Traumhafte 2-Zimmer-Wohnung mit Balkon in grüner und wasserreicher Lage
14;Berlin;NO;11;114180449;52.42708;13.57572;PURCHASE;1;4.0;12527;false;730000.0;5707.1;127.91;Grünau (Köpenick);;;Regattastraße;Am Wasser gelegen - 4-Zimmer-Wohnung mit 2 Bädern, Gäste-WC und großer Balkon
15;Berlin;NO;11;113267282;52.42708;13.57572;PURCHASE;1;3.0;12527;false;510000.0;6019.8;84.72;Grünau (Köpenick);;;Regattastraße;Ahoi! Genießen Sie den Wasserblick vom Balkon Ihrer neuen 3-Zimmer-Wohnung in Berlin-Grünau
16;Berlin;NO;11;113266962;52.42708;13.57572;PURCHASE;1;3.0;12527;false;476000.0;5626.5;84.6;Grünau (Köpenick);;;Regattastraße;Am Ufer der Dahme - The View! Innovativer Grundriss mit 3 Zimmern auf ca. 85 m² mit Balkon.
17;Berlin;NO;11;113254641;52.42708;13.57572;PURCHASE;1;3.0;12527;false;656000.0;6659.9;98.5;Grünau (Köpenick);;;Regattastraße;Offen & Frei! Einzigartige 3-Zimmer-Wohnung mit zwei spektakulären Terrassen am Ufer der Dahme
18;Berlin;NO;11;113144257;52.42708;13.57572;PURCHASE;1;3.0;12527;false;510000.0;6021.3;84.7;Grünau (Köpenick);;;Regattastraße;BUWOG The View - Innovative 3-Zimmer-Wohnung auf ca. 85 m² mit zwei Bädern und Balkon
19;Berlin;NO;11;113143951;52.42708;13.57572;PURCHASE;1;4.0;12527;false;899000.0;7094.9;126.71;Grünau (Köpenick);;;Regattastraße;Außergewöhnlich wohnen, direkt am Wasser! Großzügig geschnittene 4-Zimmer-Wohnung mit 2 Terrassen
20;Berlin;NO;11;113143707;52.42708;13.57572;PURCHASE;2;2.0;12527;false;350000.0;5271.9;66.39;Grünau (Köpenick);;;Regattastraße;Direkt am Wasser, am Ufer der Dahme! Elegante 2-Zimmer-Wohnung auf ca. 66 m² mit Terrasse
21;Berlin;NO;110;113147929;52.5554;13.38484;PURCHASE;2;2.0;13359;false;342900.0;5693.2;60.23;Wedding (Wedding);;;Osloer Str.;Altbau-Eigentumswohnung in Wedding
22;Berlin;NO;20;113686606;52.5634;13.42046;PURCHASE;2;2.0;13189;false;278400.0;4144.7;67.17;Pankow (Pankow);;;Binzstraße;Wohneigentum als Zukunftsvorsorge: Vermietete Wohnung in Stil-Altbau
23;Berlin;NO;22;114969810;52.46329;13.34173;PURCHASE;2;2.0;12157;false;182100.0;3640.5;50.02;Steglitz (Steglitz);;;Thorwaldsenstr.;Investieren Sie in Wohneigentum in Steglitz – gute Lage inklusive
24;Berlin;NO;24;114970306;52.46967;13.43216;PURCHASE;2;1.0;12051;false;217900.0;5740.3;37.96;Neukölln (Neukölln);;;Altenbraker Straße;1-Zimmer-Wohnung im stilvollen Altbau mit Balkon, Parkett und neuem Bad in bevorzugter Lage!
25;Berlin;NO;67;108382513;52.48838;13.40972;PURCHASE;2;2.0;10967;false;281600.0;4171.9;67.5;Neukölln (Neukölln);;;Hasenheide;Vermietete Altbauwohnung in Neukölln zur Kapitalanlage und Altersvorsorge
26;Berlin;NO;3;114557374;52.4956;13.39903;PURCHASE;2;2.0;10961;false;257000.0;4149.8;61.93;Kreuzberg (Kreuzberg);;;Johanniterstraße;Zukunftsvorsorge mit Eigentum in Kreuzberg – attraktive Lage!
27;Berlin;NO;68a;114652331;52.49561;13.32126;PURCHASE;2;3.0;10719;false;271800.0;4312.2;63.03;Wilmersdorf (Wilmersdorf);;;Düsseldorfer Str.;Zukunftsvorsorge mit Kapitalanlage in Wilmersdorf – begehrte Lage!
28;Berlin;NO;29;102552545;52.47903;13.33011;PURCHASE;2;3.0;10715;false;438800.0;4959.9;88.47;Wilmersdorf (Wilmersdorf);;;Wexstraße;Ihre Wohnung zur Selbstnutzung in wunderschönem Altbau
29;Berlin;YES;107;115088969;52.50148;13.36966;PURCHASE;2;2.0;10785;false;499800.0;8481.2;58.93;Tiergarten (Tiergarten);;;Lützowstraße;Leben im Lützowviertel! Wunderschönes 2-Zimmer-Penthouse mit großer Süd-Terrasse
30;Berlin;YES;107;115088847;52.50148;13.36966;PURCHASE;2;3.0;10785;false;622200.0;7223.1;86.14;Tiergarten (Tiergarten);;;Lützowstraße;Mitten im Herzen der Stadt - Barrierefreie 3-Zimmer-Wohnung mit Süd-Balkon und 2 Bädern
31;Berlin;YES;107;115088790;52.50148;13.36966;PURCHASE;2;2.0;10785;false;397800.0;6419.2;61.97;Tiergarten (Tiergarten);;;Lützowstraße;Perfekte Lifestyle-Komposition: Großzügiges 2-Zimmer-Apartment in facettenreicher Umgebung
32;Berlin;YES;107;115088683;52.50148;13.36966;PURCHASE;2;3.0;10785;false;999000.0;8359.1;119.51;Tiergarten (Tiergarten);;;Lützowstraße;The pure life! Elegantes 3-Zimmer-Penthouse auf ca. 120 m² mit 2 herrlichen Terrassen in Premiumlage
33;Berlin;YES;107;115088605;52.50148;13.36966;PURCHASE;2;2.0;10785;false;341700.0;7819.2;43.7;Tiergarten (Tiergarten);;;Lützowstraße;Barrierefreies 2-Zimmer-Apartment mit modernem Wohnkomfort + Balkon inmitten der Kreativstadt Berlin
34;Berlin;YES;107;115088503;52.50148;13.36966;PURCHASE;2;2.0;10785;false;479400.0;8179.5;58.61;Tiergarten (Tiergarten);;;Lützowstraße;2-Zimmer-Apartment mit smartem Grundriss, Barrierefreiheit und Balkon mitten in Berlin
35;Berlin;YES;107;115065711;52.50148;13.36966;PURCHASE;2;1.0;10785;false;255000.0;7009.3;36.38;Tiergarten (Tiergarten);;;Lützowstraße;Das pure Leben genießen. Charmantes Studio-Apartment mit Balkon mitten in Berlin
36;Berlin;YES;107;115065634;52.50148;13.36966;PURCHASE;2;3.0;10785;false;825000.0;8380.7;98.44;Tiergarten (Tiergarten);;;Lützowstraße;Außergewöhnliches Wohnen in Mitte. Exklusives 3-Zimmer-Penthouse mit Ankleide und 2 Dachterrassen
37;Berlin;YES;107;115065532;52.50148;13.36966;PURCHASE;2;3.0;10785;false;667000.0;6452.5;103.37;Tiergarten (Tiergarten);;;Lützowstraße;Familienfreundliche 3-Zimmer-Maisonettewohnung mit Terrasse und Balkon
38;Berlin;YES;107;115065493;52.50148;13.36966;PURCHASE;2;2.0;10785;false;459000.0;7402.0;62.01;Tiergarten (Tiergarten);;;Lützowstraße;Leben inmitten der Kreativstadt Berlin. Optimal geschnittene 2-Zimmer-Wohnung
39;Berlin;YES;107;115065352;52.50148;13.36966;PURCHASE;2;4.0;10785;false;1147500.0;8132.0;141.11;Tiergarten (Tiergarten);;;Lützowstraße;Mehr geht nicht! Traumhafte 4-Zimmer-Wohnung mit Tageslichtbad en suite und 2 Dachterrassen
40;Berlin;YES;107;115065211;52.50148;13.36966;PURCHASE;3;2.0;10785;false;381000.0;6624.9;57.51;Tiergarten (Tiergarten);;;Lützowstraße;Attraktive 2-Zimmer-Maisonettewohnung mit Süd-Terrasse zwischen Potsdamer Platz und Gleisdreieckpark
41;Berlin;YES;107;115065105;52.50148;13.36966;PURCHASE;3;3.0;10785;false;609000.0;6737.5;90.39;Tiergarten (Tiergarten);;;Lützowstraße;Wohnen zum Hof - Helle 3-Zimmer-Maisonettewohnung mit Terrasse und Balkon
42;Berlin;YES;107;115064910;52.50148;13.36966;PURCHASE;3;2.0;10785;false;305000.0;6468.7;47.15;Tiergarten (Tiergarten);;;Lützowstraße;Urbanes Lebensgefühl in begehrter Lage Berlins. 2-Zimmer-Wohnung mit hochwertiger Ausstattung
43;Berlin;NO;7;114862736;52.51846;13.30604;PURCHASE;3;3.0;10587;false;296700.0;3584.2;82.78;Charlottenburg (Charlottenburg);;;Wintersteinstraße;Lichtdurchflutet mit Balkon: vermietete Wohnung in Charlottenburg
44;Berlin;NO;1;114863079;52.51662;13.33755;PURCHASE;3;3.0;10555;false;385100.0;5059.8;76.11;Tiergarten (Tiergarten);;;Flotowstrasse;Sonntagsbesichtigung: 26.01.2020, 14:00 - 16:00 Uhr, Bachstr. 6, 10555 Berlin, EG links
45;Berlin;NO;2;113802950;52.52661;13.32757;PURCHASE;3;3.0;10553;false;291700.0;3467.7;84.12;Tiergarten (Tiergarten);;;Erasmusstraße;Kapitalanlage! Altbau-Charme in Berlin-Moabit
46;Berlin;NO;23d;95478577;52.50026;13.49196;PURCHASE;3;3.0;10317;false;277100.0;3696.6;74.96;Lichtenberg (Lichtenberg);;;Lückstraße;Praktisch geschnittene 3-Zimmerwohnung in gepflegtem Mehrfamilienhaus
47;Berlin;NO;102;113683742;52.51291;13.45994;PURCHASE;3;2.0;10245;false;327100.0;4799.7;68.15;Friedrichshain (Friedrichshain);;;Boxhagener Strasse;Altersvorsorge Wohneigentum: vermietete Wohnung Friedrichshain!
48;Berlin;NO;227;114435223;52.52747;13.38789;PURCHASE;3;2.0;10117;false;1166000.0;12605.4;92.5;Mitte (Mitte);;;Torstraße;Neubau-Dachgeschoss mit großer Wohnküche und Terrasse zum Selbstbezug in Berlin-Mitte
49;Berlin;NO;225B;114435390;52.52767;13.38801;PURCHASE;3;2.0;10117;false;649000.0;9521.7;68.16;Mitte (Mitte);;;Torstraße;Charmante 2-Zimmer-Altbauwohnung - hell und ruhig für Selbstnutzer
50;Berlin;YES;2;112253300;52.49529;13.41921;PURCHASE;3;2.0;10967 ;false;613200.0;7300.0;84.0;Kreuzberg (Kreuzberg);;;Graefestr.;Hell, ruhig & komfortabel: Altbauwohnung mit Aufzug und Balkon
51;Berlin;YES;;113563950;;;PURCHASE;3;3.0;14195;false;484000.0;4400.0;110.0;Dahlem (Zehlendorf);;;;Investition in die Zukunft: Attraktive Kapitalanlage in Berlin-Dahlem
52;Berlin;YES;54;110239394;52.52665;13.45164;PURCHASE;3;2.0;10249;false;327700.0;4297.7;76.25;Friedrichshain (Friedrichshain);;;Ebertystraße;Gepflegter Altbau mit Dielen, Stuck & Balkon nahe Volkspark Friedrichshain
53;Berlin;YES;54;110239382;52.52665;13.45164;PURCHASE;3;3.0;10249;false;457300.0;4188.9;109.17;Friedrichshain (Friedrichshain);;;Ebertystraße;Gepflegter Altbau mit Dielen, Stuck & Balkon nahe Volkspark Friedrichshain
54;Berlin;YES;54;110131591;52.52665;13.45164;PURCHASE;3;2.0;10249;false;362700.0;4847.6;74.82;Friedrichshain (Friedrichshain);;;Ebertystraße;Altbauwohnung mit Balkon zur Eigennutzung oder als attraktive Kapitalanlage 
55;Berlin;YES;54;110129950;52.52665;13.45164;PURCHASE;3;3.0;10249;false;468200.0;4490.3;104.27;Friedrichshain (Friedrichshain);;;Ebertystraße;Altbauwohnung nahe Volkspark Friedrichshain vermietet // ohne Vorkaufsrecht + ohne Sperrfrist
56;Berlin;YES;54;110132391;52.52665;13.45164;PURCHASE;3;3.0;10249;false;442500.0;4089.3;108.21;Friedrichshain (Friedrichshain);;;Ebertystraße;Lukrative Investition: Eigentumswohnung im Altbau vermietet 
57;Berlin;YES;54;113134171;52.52665;13.45164;PURCHASE;3;1.0;10249;false;176200.0;4421.6;39.85;Friedrichshain (Friedrichshain);;;Ebertystraße;Eigentumswohnung im Altbau mit Balkon - vermietet
58;Berlin;YES;54;110131006;52.52665;13.45164;PURCHASE;3;3.0;10249;false;556900.0;5121.4;108.74;Friedrichshain (Friedrichshain);;;Ebertystraße;Ruhige Altbauwohnung mit Balkon im Kiez von Friedrichshain
59;Berlin;YES;54;110133982;52.52665;13.45164;PURCHASE;3;2.0;10249;false;230600.0;4814.2;47.9;Friedrichshain (Friedrichshain);;;Ebertystraße;Altbau Wohnung mit Balkon und attraktiver Rendite oder zur Selbstnutzung
60;Berlin;YES;65;113572860;52.5515;13.40093;PURCHASE;4;2.0;10439;false;295000.0;5223.1;56.48;Prenzlauer Berg (Prenzlauer Berg);;;Behmstr.;Altbauwohnung mit Balkon und Blick auf den Fernsehturm – ohne Sperrfrist, ohne Vorkaufsrecht
61;Berlin;NO;55;114579736;52.55205;13.43618;PURCHASE;4;1.0;13086;false;259000.0;6981.1;37.1;Weißensee (Weißensee);;;Streustraße;Mitten in Weißensee! Smart-Studio mit Balkon in ruhiger Innenhof-Lage ***Ohne Provision***
62;Berlin;NO;55;113598277;52.55205;13.43618;PURCHASE;4;1.0;13086;false;239000.0;6442.0;37.1;Weißensee (Weißensee);;;Streustraße;Smart Studio mit hochwertiger Ausstattung und Balkon in Top-Lage – Erstbezug nach Sanierung!
63;Berlin;NO;50,54;112035109;52.60687;13.42325;PURCHASE;4;2.0;13127;false;253000.0;5194.0;48.71;Französisch Buchholz (Pankow);;;Rosenthaler Weg;Barrierefreie 2-Zimmer-Wohnung mit sonnigem Südwestbalkon
64;Berlin;NO;50,54;111626646;52.60687;13.42325;PURCHASE;4;3.0;13127;false;625000.0;6151.6;101.6;Französisch Buchholz (Pankow);;;Rosenthaler Weg;Highlight: zwei Dachterrassen mit Blick ins Grüne – Exlusive 3-Zimmer Wohnung nahe Pankow
65;Berlin;NO;50,54;110526321;52.60687;13.42325;PURCHASE;4;2.0;13127;false;343000.0;4330.3;79.21;Französisch Buchholz (Pankow);;;Rosenthaler Weg;In grüner Stadtrandlage: 2-Zimmer-Wohnung mit eigenem Garten und Terrasse
66;Berlin;NO;50,54;110526311;52.60687;13.42325;PURCHASE;4;2.0;13127;false;332000.0;4319.5;76.86;Französisch Buchholz (Pankow);;;Rosenthaler Weg;Barrierefreie 2-Zimmer-Wohnung mit großzügiger Südwestterrasse und privatem Garten
67;Berlin;NO;50,54;110526301;52.60687;13.42325;PURCHASE;4;2.0;13127;false;275000.0;4518.6;60.86;Französisch Buchholz (Pankow);;;Rosenthaler Weg;Helle 2-Zimmer-Wohnung in Französisch Buchholz mit sonnigem Westbalkon
68;Berlin;NO;50,54;110526278;52.60687;13.42325;PURCHASE;4;4.0;13127;false;588000.0;4589.1;128.13;Französisch Buchholz (Pankow);;;Rosenthaler Weg;Wohntraum in Französisch Buchholz – 4-Zimmer-Terrassenwohnung mit privatem Gartenanteil 
69;Berlin;NO;50,54;106388363;52.60687;13.42325;PURCHASE;4;2.0;13127;false;347000.0;4520.0;76.77;Französisch Buchholz (Pankow);;;Rosenthaler Weg;Ein privates Plätzchen zum Sonnen – großzügige 2-Zimmer-Wohnung mit Blick in den grünen Innenhof
70;Berlin;NO;56;113366298;52.50901;13.29681;PURCHASE;4;4.0;14057;false;825000.0;6818.2;121.0;Charlottenburg (Charlottenburg);;;Suarezstraße;IDEAL GESCHNITTENE 4-ZIMMER WOHNUNG IM SANIERTEN ALTBAU
71;Berlin;NO;56;113365534;52.50901;13.29681;PURCHASE;4;3.0;14057;false;890000.0;8279.1;107.5;Charlottenburg (Charlottenburg);;;Suarezstraße;WOHNTRAUM MIT 3 ZIMMERN, 2 BÄDERN UND BLICK INS GRÜNE
72;Berlin;NO;56;113364675;52.50901;13.29681;PURCHASE;4;2.0;14057;false;420000.0;6363.6;66.0;Charlottenburg (Charlottenburg);;;Suarezstraße;CITY WEST - HELLE ALTBAUWOHNUNG MIT BALKON 
73;Berlin;NO;56;113364632;52.50901;13.29681;PURCHASE;4;2.0;14057;false;405000.0;6136.4;66.0;Charlottenburg (Charlottenburg);;;Suarezstraße;EDLE STADTWOHNUNG MIT BALKON - PROVISIONFREI
74;Berlin;NO;56;113364139;52.50901;13.29681;PURCHASE;4;2.0;14057;false;610000.0;8310.6;73.4;Charlottenburg (Charlottenburg);;;Suarezstraße;MODERNE NEUBAUWOHNUNG MIT LUXURIÖSER AUSSTATTUNG UND BALKON 
75;Berlin;NO;56;113364024;52.50901;13.29681;PURCHASE;4;2.0;14057;false;675000.0;9388.0;71.9;Charlottenburg (Charlottenburg);;;Suarezstraße;LICHTDURCHFLUTETE NEUBAUWOHNUNG MIT LUXURIÖSER AUSSTATTUNG UND BALKON
76;Berlin;NO;56;113363982;52.50901;13.29681;PURCHASE;4;2.0;14057;false;251000.0;5340.4;47.0;Charlottenburg (Charlottenburg);;;Suarezstraße;PROVISIONSFREI! HELLE ALTBAUWOHNUNG MIT EIGENEM ZUGANG
77;Berlin;NO;56;113363730;52.50901;13.29681;PURCHASE;4;3.0;14057;false;872000.0;7716.8;113.0;Charlottenburg (Charlottenburg);;;Suarezstraße;HOCHWERTIGE NEUBAUWOHNUNG MIT 55QM PRIVATGARTEN UND SÜDTERRASSE 
78;Berlin;NO;56;113363528;52.50901;13.29681;PURCHASE;4;2.0;14057;false;644000.0;7740.4;83.2;Charlottenburg (Charlottenburg);;;Suarezstraße; NEUBAUWOHNUNG MIT LUXURIÖSER AUSSTATTUNG UND PRIVATGARTEN
79;Berlin;NO;125, 127;112184323;52.42913;13.29436;PURCHASE;4;4.0;12205;false;1140000.0;7137.9;159.71;Lichterfelde (Steglitz);;;Baseler Straße;Balkon und Dachterrasse: große Maisonette-Wohnung mit 4 Zimmern und hochwertiger Ausstattung 
80;Berlin;NO;7;114935816;52.4605;13.58224;PURCHASE;5;3.0;12555;false;548000.0;5451.1;100.53;Köpenick (Köpenick);;;Mahlsdorfer Strasse;100m²-Neubau-Wohnung über den Dächern von Köpenick 
81;Berlin;NO;7;113931097;52.4605;13.58224;PURCHASE;5;1.0;12555;false;264000.0;5103.4;51.73;Köpenick (Köpenick);;;Mahlsdorfer Strasse;Gemütliche 1-Zimmer-Wohnung mit Balkon und moderner Ausstattung 
82;Berlin;NO;7;113931090;52.4605;13.58224;PURCHASE;5;2.0;12555;false;467500.0;5403.4;86.52;Köpenick (Köpenick);;;Mahlsdorfer Strasse;Großer Garten und Terrasse: helle 2-Zimmer-Wohnung mit moderner Ausstattung 
83;Berlin;NO;7;113931087;52.4605;13.58224;PURCHASE;5;3.0;12555;false;491500.0;5201.1;94.5;Köpenick (Köpenick);;;Mahlsdorfer Strasse;Großer Garten und Terrasse: moderne 3-Zimmer-Wohnung in gut angebundener Lage in Köpenick
84;Berlin;NO;7;113931082;52.4605;13.58224;PURCHASE;5;2.0;12555;false;480000.0;5290.4;90.73;Köpenick (Köpenick);;;Mahlsdorfer Strasse;Großzügige 2-Zimmer-Wohnung mit sonnigem Balkon in gut angebundener Lage
85;Berlin;NO;7;113931079;52.4605;13.58224;PURCHASE;5;2.0;12555;false;472000.0;5189.7;90.95;Köpenick (Köpenick);;;Mahlsdorfer Strasse;Hochwertig ausgestatteter Neubau: großzügige 2-Zimmer-Wohnung mit sonnigem Balkon 
86;Berlin;NO;7;113931075;52.4605;13.58224;PURCHASE;5;2.0;12555;false;387500.0;5554.8;69.76;Köpenick (Köpenick);;;Mahlsdorfer Strasse;Hochwertig ausgestatteter Neubau: moderne 2-Zimmer-Wohnung mit großer Dachterrasse
87;Berlin;NO;7;113931069;52.4605;13.58224;PURCHASE;5;1.0;12555;false;226000.0;5550.1;40.72;Köpenick (Köpenick);;;Mahlsdorfer Strasse;Mit 2 sonnigen Dachterrassen: gemütliche 1-Zimmer-Wohnung in gut angebundener Lage
88;Berlin;NO;7;113931062;52.4605;13.58224;PURCHASE;5;2.0;12555;false;464000.0;5394.1;86.02;Köpenick (Köpenick);;;Mahlsdorfer Strasse;Sonniger Balkon und hochwertige Ausstattung: großzügige 2-Zimmer-Wohnung im Neubau Copenic 7
89;Berlin;YES;2;115234215;52.53154;13.36988;PURCHASE;5;3.0;10557;false;655000.0;7805.1;83.92;Mitte (Mitte);;;Am Hamburger Bahnhof;Im Herzen der Stadt: Barrierefreie 3-Zimmer-Wohnung mit 2 Wohlfühlbädern, Loggia und Blick ins Grüne
90;Berlin;YES;2;115234006;52.53161;13.36974;PURCHASE;5;2.0;10557;false;489000.0;7396.8;66.11;Mitte (Mitte);;;Am Hamburger Bahnhof;Zentral in Berlin-Mitte: 2-Zimmer-Wohnung mit Loggia und Terrasse zum grünen Innenhof
91;Berlin;YES;2;115233331;52.53154;13.36988;PURCHASE;5;3.0;10557;false;855000.0;10189.5;83.91;Mitte (Mitte);;;Am Hamburger Bahnhof;Direkt am Hohenzollernkanal! Stilvolle 3-Zimmer-Wohnung mit Barrierefreiheit, 2 Bädern und Loggia
92;Berlin;YES;2;114316926;52.53167;13.3698;PURCHASE;5;2.0;10557;false;525000.0;8148.4;64.43;Mitte (Mitte);;;Am Hamburger Bahnhof;Attraktives Wohnerlebnis: Lichtdurchflutete 2-Zimmer-Wohnung in Bestlage direkt am Wasser
93;Berlin;YES;2;114183011;52.53161;13.36974;PURCHASE;5;2.0;10557;false;585000.0;8761.4;66.77;Mitte (Mitte);;;Am Hamburger Bahnhof;Leben im Zentrum der Stadt: Exklusive 2-Zimmer-Wohnung mit Loggia
94;Berlin;YES;2;113223439;52.52968;13.37038;PURCHASE;5;4.0;10557;false;1249000.0;8644.2;144.49;Tiergarten (Tiergarten);;;Am Hamburger Bahnhof;Ca. 60 m² Süd-Terrasse: Großzügige 4-Zimmer-Wohnung in Berlin-Mitte
95;Berlin;YES;2;113220183;52.53153;13.36987;PURCHASE;5;3.0;10557;false;889000.0;7891.0;112.66;Mitte (Mitte);;;Am Hamburger Bahnhof;Perfekte Lebensqualität: Premium-Eigentumswohnung mit großer Südwest-Terrasse im Herzen der Stadt
96;Berlin;NO;161-163;114994550;52.60643;13.31711;PURCHASE;5;4.0;13469;false;986000.0;6998.9;140.88;Waidmannslust (Reinickendorf);;;Waidmannsluster Damm;Ideal für Familien: großzügige 4-Zimmer-Wohnung mit sonniger Dachterrasse in attraktiver Lage
97;Berlin;NO;161-163;114994549;52.60643;13.31711;PURCHASE;5;3.0;13469;false;530000.0;5696.5;93.04;Waidmannslust (Reinickendorf);;;Waidmannsluster Damm;Modern und gut angebunden: helle 3-Zimmer-Wohnung mit sonnigem Balkon und gehobener Ausstattung
98;Berlin;NO;161-163;114994546;52.60643;13.31711;PURCHASE;5;3.0;13469;false;543000.0;5746.0;94.5;Waidmannslust (Reinickendorf);;;Waidmannsluster Damm;Modern und gehoben ausgestattet: 3-Zimmer-Wohnung mit großem Garten und zwei Terrassen
99;Berlin;NO;161-163;114994544;52.60643;13.31711;PURCHASE;5;3.0;13469;false;767000.0;6499.4;118.01;Waidmannslust (Reinickendorf);;;Waidmannsluster Damm;Sonnige Dachterrasse und gehobene Ausstattung: große 3-Zimmer-Wohnung in Waidmannslust
100;Berlin;NO;161-163;114994542;52.60643;13.31711;PURCHASE;6;4.0;13469;false;695000.0;5597.6;124.16;Waidmannslust (Reinickendorf);;;Waidmannsluster Damm;Viel Platz für die ganze Familie: weitläufige 4-Zimmer-Wohnung mit großem Balkon in Waidmannslust
101;Berlin;NO;161-163;113393610;52.60643;13.31711;PURCHASE;6;2.0;13469;false;375000.0;5605.4;66.9;Waidmannslust (Reinickendorf);;;Waidmannsluster Damm;Stilvoll wohnen in Waidmannslust: gehoben ausgestattete 2-Zimmer-Wohnung mit Garten
102;Berlin;NO;161-163;113393609;52.60643;13.31711;PURCHASE;6;4.0;13469;false;738000.0;5755.7;128.22;Waidmannslust (Reinickendorf);;;Waidmannsluster Damm;Viel Platz für die ganze Familie: großzügige 3-Zimmer-Wohnung mit zwei eigenen Gärten und Terrassen
103;Berlin;NO;161-163;113393591;52.60643;13.31711;PURCHASE;6;3.0;13469;false;793000.0;6500.0;122.0;Waidmannslust (Reinickendorf);;;Waidmannsluster Damm;Freier Blick über Waidmannslust: großzügige 3-Zimmer-Wohnung mit sonniger Dachterrasse 
104;Berlin;NO;161-163;113393581;52.60643;13.31711;PURCHASE;6;3.0;13469;false;510000.0;5595.2;91.15;Waidmannslust (Reinickendorf);;;Waidmannsluster Damm;"Zuhause in Waidmannslust: moderne 3-Zimmer-Wohnung mit sonnigem Balkon und gehobener Ausstattung
"
105;Berlin;NO;161-163;113393576;52.60643;13.31711;PURCHASE;6;3.0;13469;false;529000.0;5702.3;92.77;Waidmannslust (Reinickendorf);;;Waidmannsluster Damm;Helle Wohnräume und gehobene Ausstattung: 3-Zimmer-Wohnung mit sonnigem Balkon in Waidmannslust
