;id;title;city;quarter;postcode;street;houseNo;purchase_price;rent_cold;qm;n_room;latitude;longitude;privateOffer;marketingType;hasCourtage;n_page_is24;rent_cold_per_qm
517;114993764;Dachgeschosswohnung mit Terrasse und Einbauküche;Berlin;Prenzlauer Berg (Prenzlauer Berg);10435;Oderberger Straße;6;;2200.0;131.5;4.0;52.5386;13.41067;false;RENT;;26;16.7
518;114740870;Umfassend modernisiert mit Duschbad und Parkett;Berlin;Kreuzberg (Kreuzberg);10997;Muskauer Straße;16;;960.0;49.91;2.0;52.50247;13.42948;false;RENT;;26;19.2
519;113698830;-super zentral- 2-Zimmer mit Balkon in Berlin-Friedrichshain;Berlin;Friedrichshain (Friedrichshain);10243;Palisadenstraße;44;;735.0;56.61;2.0;52.51855;13.43897;false;RENT;;26;13.0
520;98944800;Zentrale Lage U-Bhf Ullsteinstraße am Hafencenter;Berlin;Tempelhof (Tempelhof);12099;Burgemeister Straße;82;;610.0;70.0;2.0;52.45644;13.38458;false;RENT;;27;8.7
521;115310128;Stilvoller Altbau nahe Forum-Köpenick!;Berlin;Köpenick (Köpenick);12555;Puchanstr.;14;;629.0;59.08;2.0;52.45485;13.57849;false;RENT;;27;10.6
522;112943573;Erstbezug - hochwertige Dachgeschosswohnung;Berlin;Wilmersdorf (Wilmersdorf);10713;Brandenburgische;13;;1348.0;84.2;3.0;52.48954;13.31579;false;RENT;;27;16.0
523;114324387;Wohnen am U-Bhf Adenauer Platz ( Kurfürstendamm/Brandenburgische Straße zur Eigenrenovierung );Berlin;Wilmersdorf (Wilmersdorf);10709;;;;970.0;80.5;3.0;;;false;RENT;;27;12.0
524;115461777;Gut geschnittene 3-Zimmerwohnung - Gegenüber des Charité-Campus!!!;Berlin;Mitte (Mitte);10117;Luisenstraße;50;;1296.84;85.6;3.0;52.52431;13.37996;false;RENT;;27;15.2
525;115461637;2 Zimmer Wohnung zum WOHLFÜHLEN!;Berlin;Friedrichshain (Friedrichshain);10249;;;;988.0;58.87;2.0;;;false;RENT;;27;16.8
526;115460487;Modern apartment close to central station in a popular and trendy neighborhood;Berlin;Tiergarten (Tiergarten);10557;Klara Franke Straße;16;;620.0;11.0;1.0;52.53194;13.36221;false;RENT;;27;56.4
527;115460065;Wohnen in grüner, ruhiger Lage! Großzügige 2-Zimmerwohnung in Karow;Berlin;Karow (Weißensee);13125;Straße 43;44;;562.59;64.74;2.0;52.60326;13.47935;false;RENT;;27;8.7
528;115459331;STILVOLL EINGERICHTET - BEGEHRTE LAGE - EIN GANZ BESONDERES ANGEBOT !;Berlin;Prenzlauer Berg (Prenzlauer Berg);10437;;;;1350.0;62.0;2.0;;;false;RENT;;27;21.8
529;115458633;Erstbezug – attraktive Wohnung im gepflegten Rheingauviertel – nahe FU - Balkon;Berlin;Dahlem (Zehlendorf);14195;;;;990.0;80.46;3.5;;;false;RENT;;27;12.3
530;115457902;SONNTAG 11.00 UHR: Ganz oben angekommen!;Berlin;Prenzlauer Berg (Prenzlauer Berg);10439;Finnländische Straße;14;;1998.0;136.0;3.0;52.5534;13.40121;false;RENT;;27;14.7
531;115457403;Beautifully designed flat for long-term rent in Kreuzberg- right next to Victoria Park!;Berlin;Kreuzberg (Kreuzberg);10965;Katzbach;18;;910.0;56.0;2.0;52.48727;13.37614;false;RENT;;27;16.2
532;115457248;Erstbezug: Elegante 4-Zimmer-Wohnung mit zwei Bädern und Dachterrasse in Berlin-Rosenthal;Berlin;Rosenthal (Pankow);13158;Nesselweg;17;;1520.0;107.36;4.0;52.5978;13.38119;false;RENT;;27;14.2
533;115456339;Frisch sanierte 3 Zimmerwohnung mit Balkon und Einbauküche sucht Nachmieter ab 1.2.2020;Berlin;Steglitz (Steglitz);12167;Albrechtstr.;115;;1025.0;82.0;3.0;52.45513;13.3271;false;RENT;;27;12.5
534;115454643;Frisch renovierte 3 Zi. Wohnung mit neuem Parkett, seperater Küche, Balkon und PKW-Stellplatz zu ve;Berlin;Zehlendorf (Zehlendorf);14163;Sven-Hedin-Straße;.;;1170.0;90.0;3.0;52.44044;13.24475;false;RENT;;27;13.0
535;115454615;Schöne 2-Zimmer-Wohnung in Französisch Buchholz;Berlin;Französisch Buchholz (Pankow);13127;Hauptstraße;60;;605.0;55.0;2.0;52.60717;13.43408;false;RENT;;27;11.0
536;115453893;Platzwunder zu vermieten! Helle 3 Zi.-Maisonette-Whg. mit EBK, Laminat ,Gäste-WC, Terrasse und Wint;Berlin;Kladow (Spandau);14089;Ritterfelddamm;.;;957.7;100.81;3.0;52.46458;13.12979;false;RENT;;27;9.5
537;115453773;*NEU* WG-geeignete 3 Zimmer mit Einbauküche und Balkon am U-Bhf. Mierendorffplatz (U7);Berlin;Charlottenburg (Charlottenburg);10589;;;;1050.0;104.52;3.0;;;false;RENT;;27;10.0
538;115452945;Berlin-MITTE -MITte -mitte...zentraler geht nimmer;Berlin;Mitte (Mitte);10117;Luisenstraße;52;;1195.04;75.16;2.0;52.52439;13.37949;false;RENT;;27;15.9
539;115452345;Wohnen im grünen Lichtenrade;Berlin;Lichtenrade (Tempelhof);12309;Alt-Lichtenrade;116c;;525.69;79.0;4.0;52.3905;13.40816;false;RENT;;27;6.7
540;115451783;"""Ich sehe was, was du nicht siehst"" = 2 Zimmer mit Balkon mitten in Berlin!";Berlin;Mitte (Mitte);10117;Luisenstraße;52;;994.39;54.19;2.0;52.52439;13.37949;false;RENT;;28;18.4
541;115451735;"Suchkriterium = Zentral?! Dann AUFGEPASST!!! 
2-Zimmer-Wohnung mit Balkon in MITTE.";Berlin;Mitte (Mitte);10117;Luisenstraße;48;;1198.67;78.86;2.0;52.5237;13.37961;false;RENT;;28;15.2
542;115449974;Hier oben ist noch ein bisschen Platz - für Azubi/Student;Berlin;Marzahn (Marzahn);12689;Klandorfer Straße;20;;267.8;32.59;1.0;52.57247;13.56976;false;RENT;;28;8.2
543;115449972;Für junge sportliche Leute mit Dusche;Berlin;Marzahn (Marzahn);12689;Schorfheidestraße;16;;375.6;53.02;2.0;52.56969;13.57643;false;RENT;;28;7.1
544;115449967;Wohnen im Grünen mit WBS für ältere Menschen;Berlin;Wilmersdorf (Wilmersdorf);14197;Rudolf-Mosse-Straße;2;;306.0;40.8;1.0;52.47531;13.30593;false;RENT;;28;7.5
545;115449911;Für Selbstrenovierer!;Berlin;Britz (Neukölln);12347;Am Straßenbahnhof;52;;512.47;59.5;2.0;52.45345;13.43301;false;RENT;;28;8.6
546;115449908;Für Selbstrenovierer!;Berlin;Britz (Neukölln);12347;Am Straßenbahnhof;47;;488.1;63.48;2.0;52.45384;13.43392;false;RENT;;28;7.7
547;115449907;Für Selbstrenovierer!;Berlin;Britz (Neukölln);12347;Holzmindener Straße;45;;518.91;57.6;2.0;52.45432;13.43657;false;RENT;;28;9.0
548;115449904;2 Zimmer Wohnung in Treptow-Köpenick mit 59,82 m²;Berlin;Oberschöneweide (Köpenick);12459;Rathenaustraße;38;;525.76;59.82;2.0;52.46057;13.53086;false;RENT;;28;8.8
549;115449903;Für die kleine Familie !;Berlin;Oberschöneweide (Köpenick);12459;Kottmeierstraße;5A;;452.22;58.48;3.0;52.46287;13.52621;false;RENT;;28;7.7
550;115449901;Kleine und schöne Wohnanlage;Berlin;Oberschöneweide (Köpenick);12459;Kottmeierstraße;21;;387.73;50.14;2.0;52.46267;13.52748;false;RENT;;28;7.7
551;115449900;Wohnen im schönen Dichterviertel;Berlin;Oberschöneweide (Köpenick);12459;Goethestraße;33;;469.69;56.48;2.0;52.46305;13.51615;false;RENT;;28;8.3
552;115448402;*NEU* WG-geeignete 2-Zimmerwohnung in Kreuzberg/ am U-Bhf. Görlitzer Bahnhof (U1);Berlin;Kreuzberg (Kreuzberg);10999;Lausitzer Straße;46;;1015.0;70.01;2.0;52.49756;13.42945;false;RENT;;28;14.5
553;115436676;lebensräume als kunstwerk : aussergewöhnliche maisonette-whg mit garten;Berlin;Mitte (Mitte);10179;;;;4950.0;201.0;4.0;;;false;RENT;;28;24.6
554;115378626;Dachgeschosswohnung mit Südterrasse in Westend  ;Berlin;Charlottenburg (Charlottenburg);14052;Bayernallee;12;;1153.0;117.41;3.0;52.5131;13.26329;false;RENT;;28;9.8
555;115348195;Stilvolles Wohnen mit Grünblick - Erstbezug nach Sanierung;Berlin;Dahlem (Zehlendorf);14195;;;;1602.0;89.0;2.0;;;false;RENT;;28;18.0
556;115344444;Erstbezug: moderne 2-Zimmer-Wohnung mit großem Wannenbad und zwei Dachterrassen!;Berlin;Französisch Buchholz (Pankow);13127;Nantesstraße;78;;990.0;74.68;2.0;52.60489;13.41809;false;RENT;;28;13.3
557;115343486;Ideal für Singles und Paare: 2-Zimmer-Wohnung in Pankow mit guter Verkehrsanbindung;Berlin;Französisch Buchholz (Pankow);13127;Nantesstraße;76;;600.0;46.27;2.0;52.6048;13.41829;false;RENT;;28;13.0
558;115343447;Living in Berlin's most trendy and charming quarter;Berlin;Mitte (Mitte);10115;Boyenstraße;31;;700.0;15.0;1.0;52.53651;13.37024;false;RENT;;28;46.7
559;115342888;Ruhig gelegene 3-Zimmer-Wohnung mit Wannenbad und Terrasse;Berlin;Französisch Buchholz (Pankow);13127;Nantesstraße;78;;980.0;79.77;3.0;52.60489;13.41809;false;RENT;;28;12.3
560;115342212;Terrassenwohnung in Französisch-Buchholz ab 01.03.2020 verfügbar;Berlin;Französisch Buchholz (Pankow);13127;Nantesstraße;74;;980.0;80.07;3.0;52.6046;13.41859;false;RENT;;29;12.2
561;115341826;Verfügbar ab 01.03.2020: 3-Zimmer-Wohnung mit Loggia und Balkon;Berlin;Französisch Buchholz (Pankow);13127;Nantesstraße;72;;1050.0;84.51;3.0;52.60449;13.41869;false;RENT;;29;12.4
562;115339111;SONNTAG 12.20 UHR: Frisch, fromm, fröhlich...frei!;Berlin;Mitte (Mitte);10435;Wolliner Straße;2;;1998.0;143.0;5.0;52.53621;13.40462;false;RENT;;29;14.0
563;115338867;SONNTAG 12.20 UHR: ...und den Blick gen Westen!;Berlin;Mitte (Mitte);10435;Wolliner Straße;2;;1748.0;137.0;3.0;52.53621;13.40462;false;RENT;;29;12.8
564;115338155;ERSTBEZUG NEUBAU-- 3-ZIMMER-WOHNUNG MIT DUSCHBAD, EINBAUKÜCHE UND BALKON! WE 64;Berlin;Grünau (Köpenick);12527;Am Ruderverein;6;;1094.73;84.21;3.0;;;false;RENT;;29;13.0
565;115337993;SONNTAG 14.40 UHR: Für Freischaffende -  ab ins neu gemachte Dachgeschoss in Alt-Adlershof;Berlin;Adlershof (Treptow);12489;Friedenstraße;8;;998.0;87.0;3.5;52.43601;13.54698;false;RENT;;29;11.5
566;115337973;SONNTAG 14.40 UHR: Neu für Freischaffende - ins Dachgeschoss nach Adlershof;Berlin;Adlershof (Treptow);12489;Friedenstraße;8;;698.0;58.0;2.0;52.43601;13.54698;false;RENT;;29;12.0
567;115336601;SONNTAG 13.30 UHR: Für kreativ Schaffende;Berlin;Friedrichshain (Friedrichshain);10249;Petersburger Straße;31;;1698.0;138.0;4.0;52.52375;13.45002;false;RENT;;29;12.3
568;115336562;SONNTAG 13.30 UHR: Eine von Dreien mit Sonne und für Freischaffende!;Berlin;Friedrichshain (Friedrichshain);10249;Petersburger Straße;31;;1398.0;115.0;3.0;52.52375;13.45002;false;RENT;;29;12.2
569;115336233;SONNTAG 13.30 UHR: High noon am Friedrichshain!;Berlin;Friedrichshain (Friedrichshain);10249;Ebelingstraße;17;;1450.0;102.0;4.0;52.52364;13.45025;false;RENT;;29;14.2
570;115335095;Schön Wohnen in Oberschöneweide!;Berlin;Oberschöneweide (Köpenick);12459;Wilhelminenhofstr.;82a;;569.0;60.0;2.0;52.46107;13.51942;false;RENT;;29;9.5
571;115329941;Neubau Erstbezug, 2 Zimmer Wohnung im Gleis Park;Berlin;Kreuzberg (Kreuzberg);10785;Schöneberger Ufer;5b;;1438.0;57.5;2.0;52.50168;13.37382;false;RENT;;29;25.0
572;115328267;Industriealtbau an der Spree mit Parkplatz;Berlin;Köpenick (Köpenick);12555;Ottomar Geschke Strasse;22;;1798.86;128.0;4.0;52.44937;13.56548;false;RENT;;29;14.1
573;115319326;Sanierte 3 Zimmerwohnung in Zehlendorf mit Balkon und Einbauküche sucht Nachmieter ab 1.2.2020;Berlin;Zehlendorf (Zehlendorf);14163;Lindenthaler Allee;76;;1149.24;94.0;3.0;52.42689;13.22994;false;RENT;;29;12.2
574;115301557;Altersgerechtes Wohnen für Senioren ab 60 + in Köpenick;Berlin;Köpenick (Köpenick);12557;Charlottenstraße;17C;;272.12;35.39;1.0;52.43918;13.58709;false;RENT;;29;7.7
575;115225883;*NEU* WG-geeignete 2-Zimmerwohnung mit Balkon in Wedding/ am U-Bhf. Seestraße (U6);Berlin;Wedding (Wedding);13353;Genter Str.;55;;695.0;49.8;2.0;52.54784;13.3525;false;RENT;;29;14.0
576;115222585;SONNTAG 11.30 UHR: Dufte Dielen - schnieker Stuck!;Berlin;Prenzlauer Berg (Prenzlauer Berg);10439;Czarnikauer Straße ;17a;;1445.0;103.0;3.0;52.5533;13.40529;false;RENT;;29;14.0
577;115222050;Perfekt für kleine Familien!  3-Zimmer Wohnung mit Terrasse in Berlin Charlottenburg;Berlin;Charlottenburg (Charlottenburg);10589;Tauroggener Straße;35 A;;1435.0;93.67;3.0;52.52599;13.30201;false;RENT;;29;15.3
578;115221957;Hier fühlt man sich wohl! Geräumige 3-Zimmer-Wohnung mit Einbauküche;Berlin;Charlottenburg (Charlottenburg);10589;Tauroggener Straße;35B;;1585.0;93.61;3.0;52.526;13.30199;false;RENT;;29;16.9
579;115221848;Lichtdurchflutete 3-Zimmer Wohnung mit 3 Balkonen in Berlin Charlottenburg;Berlin;Charlottenburg (Charlottenburg);10589;Tauroggener Straße;35B;;1545.0;93.61;3.0;52.526;13.30199;false;RENT;;29;16.5
580;115219703;*großzügiges DG Loft mit Terrasse nahe Hackescher Markt*;Berlin;Mitte (Mitte);10119;Alte Schönhauser Straße ;38;;2000.0;138.0;1.0;52.52597;13.40749;false;RENT;;30;14.5
581;115216347;schadstoffärmstes Mehrfamilenhaus Berlins;Berlin;Zehlendorf (Zehlendorf);14169;Gartenstr.;6;;1139.4;42.2;2.0;52.43343;13.26206;false;RENT;;30;27.0
582;115214793;Lichtdurchflutetes Dachgeschoss in Friedenau;Berlin;Friedenau (Schöneberg);12161;;;;1100.0;93.0;2.0;;;false;RENT;;30;11.8
583;115202212;Modernisierte und bezugsfreie Balkonwohnung mit Einbauküche am Volkspark Wilmersdorf  ;Berlin;Wilmersdorf (Wilmersdorf);10715;Durlacher Str.;6;;497.0;28.4;1.0;52.48007;13.33538;false;RENT;;30;17.5
584;115199750;1 zi-whg gipsstrasse ecke rosenththaler mit aufzug und EBK;Berlin;Mitte (Mitte);10119;;;;1375.0;55.0;1.0;;;false;RENT;;30;25.0
585;115198726;Gemütliche 3-Zimmer-Wohnung im Dachgeschoss mit Terrasse;Berlin;Rosenthal (Pankow);13158;Nesselweg;17;;1110.0;76.46;3.0;52.5978;13.38119;false;RENT;;30;14.5
586;115187824;*NEU* 3-Zimmerwohnung in Johannisthal in Johannisthal (Treptow);Berlin;Johannisthal (Treptow);12487;Königsheideweg;264;;1086.0;108.57;3.0;52.44623;13.50684;false;RENT;;30;10.0
587;115123111;Moderne 2-Zimmer Wohnung mit Balkon in Spandau sucht neue Mieter!;Berlin;Spandau (Spandau);13595;Pichelsdorfer Str.;137;;605.0;59.0;2.0;52.52711;13.19558;false;RENT;;30;10.3
588;115121597;Modern apartment close to central station in a popular and trendy neighborhood;Berlin;Tiergarten (Tiergarten);10557;Klara Franke Straße;8;;780.0;17.0;1.0;52.53275;13.36128;false;RENT;;30;45.9
589;115112797;Erstbezug – attraktive Wohnung im gepflegten Rheingauviertel – nahe FU - Balkon;Berlin;Dahlem (Zehlendorf);14195;;;;730.0;60.74;2.5;;;false;RENT;;30;12.0
590;114983577;Living in Berlin's most trendy and charming quarter;Berlin;Mitte (Mitte);10115;Boyenstraße;31;;780.0;20.0;1.0;52.53651;13.37024;false;RENT;;30;39.0
591;114882325;Hohenzollerndamm/Ecke Marienbader Str.: neuwertiger Zweitbezug im Stadtpalais am Roseneck;Berlin;Schmargendorf (Wilmersdorf);14199;Hohenzollerndamm;114;;1454.0;96.96;3.0;52.47859;13.28418;false;RENT;;30;15.0
592;114877974;Freshly renovated apartment in Berlin Mitte;Berlin;Tiergarten (Tiergarten);10557;Klara Franke Straße;16;;620.0;12.0;1.0;52.53194;13.36221;false;RENT;;30;51.7
593;114683263;2-Zimmerwohnung in Charlottenburg nahe des Olympiastadions;Berlin;Charlottenburg (Charlottenburg);14055;Angerburger Allee;37;;561.12;70.0;2.0;52.50963;13.22259;false;RENT;;30;8.0
594;114674834;Optimal geschnittene 3 Zi Whg mit 2 Bäder und Terrasse! Concierge Service!;Berlin;Mitte (Mitte);10179;Stallschreiberstr.;28;;1560.0;80.9;3.0;52.50746;13.40647;false;RENT;;30;19.3
595;114667623;ERSTBEZUG NEUBAU-- 2-ZIMMER-WOHNUNG MIT EINBAUKÜCHE UND BALKON! WE 66;Berlin;Grünau (Köpenick);12527;Am Ruderverein;6;;860.09;63.71;2.0;;;false;RENT;;30;13.5
596;114667306;ERSTBEZUG NEUBAU-- 3-ZIMMER-WOHNUNG MIT EINBAUKÜCHE UND BALKON! WE 68;Berlin;Grünau (Köpenick);12527;Am Ruderverein;6;;1096.42;84.34;3.0;;;false;RENT;;30;13.0
597;114667003;ERSTBEZUG NEUBAU-- 3-ZIMMER-WOHNUNG MIT EINBAUKÜCHE UND SCHÖNER TERRASSE! WE 70;Berlin;Grünau (Köpenick);12527;Am Ruderverein;6;;1168.7;86.57;3.0;;;false;RENT;;30;13.5
598;114665700;2-Zimmerwohnung im grünen Hakenfelde sucht neuen Mieter!;Berlin;Spandau (Spandau);13587;Hakenfelderstr.;9;;527.46;70.0;2.0;52.56662;13.19883;false;RENT;;30;7.5
599;114664965;Schöne 2,5-Zimmerwohnung in Hakenfelde wartet auf neue Mieter!;Berlin;Spandau (Spandau);13587;Mertensstraße;3;;599.0;64.0;2.5;52.56546;13.2104;false;RENT;;30;9.4
600;114564935;Wohnen und Arbeiten unter einem Dach - Erstbezug: Dachgeschoss-Maisonette mit Dachterrasse;Berlin;Mitte (Mitte);10115;Habersaathstraße;15;;1894.38;108.25;3.0;52.53141;13.37558;false;RENT;;31;17.5
601;114254627;Möbelierte 2 Zimmer Wohnung;Berlin;Schöneberg (Schöneberg);10777;Ansbacher Straße;61;;1210.0;62.0;2.0;52.49689;13.33987;false;RENT;;31;19.5
602;114234417;Luxuriöse 3 Zim. WE mit Kamin direkt am Müggelsee;Berlin;Friedrichshagen (Köpenick);12587;Müggelseedamm;270;;2457.8;122.89;3.0;52.44758;13.63736;false;RENT;;31;20.0
603;114229942;"altersgerechte Wohnungen im Neubau ""Refugium Heiderose""";Berlin;Buch (Pankow);13125;;;;689.7;62.7;2.0;;;false;RENT;;31;11.0
604;114180450;Ideal für teilgewerbliche Nutzung! Schöne, große Altbauwohnung in Kudamm-Nähe;Berlin;Charlottenburg (Charlottenburg);10629;Waitzstr.;7;;1950.0;180.0;5.0;52.50176;13.30539;false;RENT;;31;10.8
605;114122642;DG-Neubau mit Terrasse und Ausblick in Wilmersdorf sucht SIE!;Berlin;Schmargendorf (Wilmersdorf);14199;Hohenzollerndamm;61;;1640.0;102.41;2.0;52.48552;13.29522;false;RENT;;31;16.0
606;114119820;4 Zimmer in saniertem Altbau im zentralen Mitte! Ab sofort!;Berlin;Mitte (Mitte);10117;Oranienburger Str.;37;;1890.0;125.0;4.0;52.52559;13.39191;false;RENT;;31;15.1
607;114113184;möbliertes Apartment,  zentral gelegen...;Berlin;Tempelhof (Tempelhof);12103;Friedrich-Karl-Str.;22;;746.0;27.45;1.0;52.45655;13.37985;false;RENT;;31;27.2
608;114031951;Exklusives DESIGNER-PENTHOUSE mit ROOF-TOP Terrasse mit 360 Grad- Traumblick;Berlin;Tiergarten (Tiergarten);10787;;;;5000.0;200.0;4.5;;;false;RENT;;31;25.0
609;113980500;Geräumige 3-Zimmerwohnung in Pankow! Ab sofort verfügbar!;Berlin;Pankow (Pankow);13187;Mühlenstr.;31;;945.0;71.34;3.0;52.56279;13.40933;false;RENT;;31;13.2
610;113447478;Helle Maisonette-Wohnung sucht Nachmieter;Berlin;Friedrichshagen (Köpenick);12587;Bölschestraße;134;;899.0;69.31;2.0;52.44757;13.62397;false;RENT;;31;13.0
611;113384040;4-Zimmer Neubau im Dachgeschoss mit Galerie im schönen Wilmersdorf!;Berlin;Schmargendorf (Wilmersdorf);14199;Hohenzollerndamm;61;;2265.0;141.49;4.0;52.48552;13.29522;false;RENT;;31;16.0
612;113379056;DG-Neubau mit viel Platz und Ausblick in Wilmersdorf!;Berlin;Schmargendorf (Wilmersdorf);14199;Hohenzollerndamm;61;;1805.0;112.71;3.0;52.48552;13.29522;false;RENT;;31;16.0
613;113185108;"Großzügig geschnittene Wohnung vis á vis dem Landwehrkanal
***Balkon***EBK***Duschbad***";Berlin;Charlottenburg (Charlottenburg);10587;;;;1690.0;136.0;4.0;;;false;RENT;;31;12.4
614;112579169;Erstbezug ! Luxuriöses Wohnen in Charlottenburg Whg.5;Berlin;Charlottenburg (Charlottenburg);10627;Kantstraße;89;;1390.0;77.0;2.0;52.5065;13.2976;false;RENT;;31;18.1
615;112579091;Erstbezug! Neugebaute Wohnung nah am Lietzenseepark.Whg.3;Berlin;Charlottenburg (Charlottenburg);10627;Kantstraße;89;;1350.0;76.0;3.0;52.5065;13.2976;false;RENT;;31;17.8
616;112578933;Erstbezug! Modernes Wohnen in Charlottenburg.Whg.2;Berlin;Charlottenburg (Charlottenburg);10627;Kantstraße;89;;1290.0;80.0;2.0;52.5065;13.2976;false;RENT;;31;16.1
617;112578782;Erstbezug ! Exquisites Wohnen in Charlottenburg.Whg.1;Berlin;Charlottenburg (Charlottenburg);10627;Kantstraße;89;;1450.0;85.0;2.0;52.5065;13.2976;false;RENT;;31;17.1
618;109400986;Exklusives & gepflegtes, möbeliertes 1-Zimmer Appartement im Florakiez;Berlin;Pankow (Pankow);13187;Florapromenade;25;;575.0;31.0;1.0;52.56439;13.40467;false;RENT;;31;18.5
619;93048818;"5-Zimmer-Wohnung im 1.OG in schönem Neubau: ""Stadtpalais am Roseneck""";Berlin;Schmargendorf (Wilmersdorf);14199;Hohenzollerndamm;114;;2363.0;172.64;5.0;52.47859;13.28418;false;RENT;;31;13.7
620;91510170;Moderne und helle 2-Zimmerwohnung mit riesigem Balkon;Berlin;Mitte (Mitte);10115;Tieckstraße;22;;1350.0;56.0;2.0;52.53016;13.39038;false;RENT;;32;24.1
621;82714629;Wohnen wie ein Kaiser mitten in Berlin!;Berlin;Mitte (Mitte);10117;Mittelstraße;52;;2617.25;180.5;4.0;52.51759;13.3879;false;RENT;;32;14.5
622;68444115;Charmante 3-zimmer Altbauwohnung im Uhlandhof, exclusive Citylage;Berlin;Charlottenburg (Charlottenburg);10719;Uhlandstraße;29;;1545.0;103.0;3.0;;;false;RENT;;32;15.0
623;63888161;Barrierefreie Wohnung mit Terrasse und Einbauküche;Berlin;Zehlendorf (Zehlendorf);14167;Teltower Damm;199;;478.98;30.47;1.0;52.41691;13.26584;false;RENT;;32;15.7
624;50219283;Ruhige 3 Zi.-Altbauwohnung mit Balkon und Einauküche im Charlottenburger Kiez;Berlin;Charlottenburg (Charlottenburg);10627;Windscheidstr.;19;;1277.22;91.23;3.0;52.50495;13.29967;false;RENT;;32;14.0
625;111361553;Erstvermietung: hochwertige Dachgeschosswohnung in Spreenähe;Berlin;Niederschöneweide (Treptow);12439;Flutstraße;3;;1383.39;91.79;3.0;52.45597;13.5139;false;RENT;;32;15.1
626;114614249;"Am schönsten ist es hier - bei uns zu Hause - Wohngebiet ""Weiße Taube""";Berlin;Alt-Hohenschönhausen (Hohenschönhausen);13055;Plauener Str.;66;;1191.77;113.61;4.0;52.53845;13.50773;false;RENT;;32;10.5
627;115063635;"Am schönsten ist es hier - bei uns zu Hause - Wohngebiet ""Weiße Taube""";Berlin;Alt-Hohenschönhausen (Hohenschönhausen);13055;Schalkauer Straße;35;;615.46;61.98;1.5;52.53829;13.50974;false;RENT;;32;9.9
628;115369817;Exklusive 2 Zimmerwohnung mit Balkon im neuen Wohnquartier am Leipziger Platz;Berlin;Mitte (Mitte);10117;Voßstr.;26;;1665.54;92.53;2.0;52.51084;13.38041;false;RENT;;32;18.0
629;112151753;* Das Leben genießen im „Kaisereck“ * Wunderschön sanierte 3 Zimmerwohnung inkl. Einbauküche *;Berlin;Mariendorf (Tempelhof);12105;Gersdorfstraße;55;;873.0;62.29;3.0;52.44561;13.3737;false;RENT;;32;14.0
630;115446204;nicht sanierte 1 Zimmer Wohnung ohne Einbauküche mit Balkon;Berlin;Mitte (Mitte);10179;Neue Roßstraße;19;;304.42;31.7;1.0;52.51121;13.40903;false;RENT;;32;9.6
631;115445697;Modernisierte 2 Zimmer Wohnung mit Einbauküche;Berlin;Mitte (Mitte);10179;Holzmarktstraße;63;;1016.26;57.93;2.0;52.515;13.42133;false;RENT;;32;17.5
632;115445550;nicht renovierte 2 Zimmer Wohnung ohne Einbauküche;Berlin;Mitte (Mitte);10119;Zehdenicker Str.;13;;495.25;48.36;2.0;52.53128;13.40298;false;RENT;;32;10.2
633;115313751;2 Zimmer im Hinterhaus;Berlin;Neukölln (Neukölln);12053;Boddinstraße;65;;1250.0;66.5;2.0;52.48076;13.43428;false;RENT;;32;18.8
634;115406070;Schöne 2-Zimmer-Wohnung mit EBK - WBS für alte Menschen erforderlich;Berlin;Lichtenrade (Tempelhof);12309;Kloster-Zinna-Str.;15 A;;349.67;46.45;1.5;52.40311;13.41582;false;RENT;;32;7.5
635;115309220;Weitblick über den Dächern von Charlottenburg ! Ruhige Dachterrassenwohnung in Kudamm-Seitenstraße;Berlin;Charlottenburg (Charlottenburg);10629;;;;3100.0;275.0;6.5;;;false;RENT;;32;11.3
636;114739070;Hell und gemütlich;Berlin;Siemensstadt (Spandau);13629;Natalissteig;3;;405.46;51.77;2.0;52.53991;13.2697;false;RENT;;32;7.8
637;92234552;Zentrale Lage an der Otto-Suhr-Allee;Berlin;Charlottenburg (Charlottenburg);10587;Loschmidtstraße;1;;405.0;37.5;1.0;52.51567;13.31318;false;RENT;;32;10.8
638;112966992;Zentrale Lage an der Otto-Suhr-Allee;Berlin;Charlottenburg (Charlottenburg);10585;Otto-Suhr-Allee;56;;380.0;35.7;1.0;52.51602;13.3121;false;RENT;;32;10.6
639;115307452;Große 3-Zimmer-Familienwohnung in Marienfelde mit WBS;Berlin;Marienfelde (Tempelhof);12277;Malteserstr.;150 a;;729.0;84.79;3.0;52.41864;13.36065;false;RENT;;32;8.6
640;115306337;Große 3-Zimmer-Familienwohnung in Marienfelde mit WBS;Berlin;Marienfelde (Tempelhof);12277;Malteserstr.;150 a;;720.0;84.79;3.0;52.41864;13.36065;false;RENT;;33;8.5
641;112680323;All Inclusive! Modernisiert, möbliert inkl. Internet mit hervorragender Aussicht;Berlin;Kreuzberg (Kreuzberg);10963;Stresemannstraße;74;;689.0;32.0;1.0;52.50405;13.38418;false;RENT;;33;21.5
642;100774211;Super 1-Zimmer-Wohnung zu vermieten! Besichtigungstermin am 29.01.2020 um 16:00 Uhr;Berlin;Prenzlauer Berg (Prenzlauer Berg);10409;Erich-Weinert-Str.;146;;426.0;39.0;1.0;52.54357;13.44003;false;RENT;;33;10.9
643;91657059;S&U-Rathaus Steglitz - Schickes Singleapartement - Tageslichtbad - 675 € warm;Berlin;Steglitz (Steglitz);12165;Berlinickerstr.;16;;574.0;41.98;1.0;52.45582;13.32325;false;RENT;;33;13.7
